author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Shane East,,,,,,,False
Elizabeth Louise,,,,,,,False
Hero Fiennes Tiffin,1997-11-06,United Kingdom,,,,,True
Danielle Walker,1985-02-17,United States,,,,,True
Jenson William,,,,,,,False
Scott Brick,1966-01-30,United States,,,,,True
Martha Wells,1964-09-01,U.S.,,Fantasy; Science_fiction,,,True
Kevin R. Free,,,,,,,False
Robert Bathurst,1957-02-22,Ghana,,,,,True
Julie Teal,,,,,,,False
Zach Appelman,1985-08-05,,,,,,True
Veronica Roth,1988-08-19,United States,,Utopian_and_dystopian_fiction; Young_adult_fiction,,,True
Emma Galvin,,,,,,,False
Aaron Stanford,1976-12-27,,,,,,True
Jeanine Cummins,1974-12-06,Spain,,,,,True
George Guidall,,,,,,,False
Jeremy Lowell,,,,,,,False
Scott McEwan,,,,,,,False
John Pruden,,,,,,,False
Sean Crisden,,,,,,,False
Eisa Davis,1971-05-05,,,,,,True
Rosalyn Landor,,,,,,,False
Agatha Christie,1890-09-15,United Kingdom,1976-01-12,Murder_mystery; Thriller_(genre),,,True
Dan Stevens,1978-10-19,,,Indie_rock; Punk_rock,,,True
George orwell,,,,,,,False
Anne Frank,1929-06-12,Weimar Republic,,,,,True
Jon Stone,,,,,,,True
Marin Ireland,,United States,,,,,True
Liane Moriarty,1966-11-15,Australia,,,,,True
Caroline Lee,,,,,,,False
P. D. Eastman,1909-11-25,United States,1986-01-07,Children's_literature,,,True
Julia Whelan,1984-05-08,United States,,,,,True
Joe Mantegna,1947-11-13,United States,,,,,True
Sun Tzu,,Wu (state),,,,,True
J. K. Rowling,1965-07-31,United Kingdom,,Crime_fiction; Fantasy_literature; Young_adult_fiction,,,True
Jack Thorne,1978-12-06,United Kingdom,,,,,True
John Tiffany,,,,,,,True
James Allen,1911-04-25,United States,1971-10-16,,,,True
Damien Boyd,,,,,,,False
Esther Hicks,1948-03-05,,,,,,True
Jerry Hicks,,,,,,,False
Wayne W. Dyer,,,,,,,False
Neil de Grasse Tyson,,,,,,,False
Ayn Rand,1905-02-02,Russian Empire,1982-03-06,,,,True
Blackstone Audio,,,,,,,False
James Clear,,,,,,,False
Crystal Chatterton,,,,,,,False
Marika McCoola,,,,,,,False
Emily Carroll,,,,,,,False
Brian Selznick,1966-07-14,,,Children's_literature; Historical_novel,,,True
David Serlin,,,,,,,False
Ann M. Martin,,,,,,,False
James S. A. Corey,,,,Science_fiction,,,True
Amy Kaufman,,,,,,,False
Bill Walton,,,,,,,True
C. J. Box,1958-11-09,,,Mystery_fiction,,,True
Tom Wolfe,,,,,,,False
Bill Clinton,,,,,,,True
Catherine Coulter,1942-12-26,United States,,Historical_romance; Romantic_novel,,,True
Aaron Allston,1960-12-08,United States,2014-02-27,Fantasy; Science_fiction; Tabletop_role-playing_game,,,True
Dana Stabenow,1952-03-27,United States,,,,,True
John Carreyrou,,,,,,,True
John Sandford,1944-02-23,,,,,,True
Roxane Gay,1974-10-15,United States,,,,,True
Carl Hiaasen,1953-03-12,United States,,,,,True
Jake Halpern,,,,,,,False
Neil Barofsky,,,,,,,True
Buddy Valastro,1977-03-03,,,,,,True
Tsugumi Ohba,,,,,,,True
Candace Cameron Bure,1976-04-06,,,,,,True
Dana Wilkerson,,,,,,,False
Chipper Jones,1972-04-24,United States,,,,,True
Carroll Rogers Walton,,,,,,,False
Mike Mignola,,,,,,,True
Pamela Yellen,,,,,,,False
William Finnegan,,,,,,,False
Bob Bones,,,,,,,False
Ina Garten,1948-02-02,United States,,,,,True
Michael Houlihan,,,,,,,False
Bonnie Harvey,,,,,,,False
Rick Kushman,,,,,,,False
Parnell Hall,,,,,,,True
Annie Proulx,1935-08-22,,,,,,True
Zora Neale Hurston,1891-01-07,,1960-01-28,,,,True
Shea Serrano,,,,,,,False
E. Lynn Harris,1955-06-20,,2009-07-23,,,,True
Cameron Stewart,1991-04-08,United Kingdom,,,,,True
Brenden Fletcher,,,,,,,False
Babs Tarr,,,,,,,False
Gail Simone,,,,,,,False
Ardian Syaf,,,,,,,False
Bryan Q. Miller,,,,,,,False
Lee Garbett,,,,,,,False
Peter J. Tomasi,,,,,,,False
Patrick Gleason,,,,,,,True
Philip Tan,,,,,,,True
Andy Clarke,1967-07-22,United Kingdom,,,,,True
Peter Tomasi,,,,,,,False
Ryan Benjamin,,,,,,,True
Adam Beechen,,,,,,,True
Neal Adams,,,,,,,True
Denny O'Neil,,,,,,,False
John Sazaklis,,,,,,,False
Mada Design Staff,,,,,,,False
Yanick Paquette,,,,,,,False
Chris Burnham,,,,,,,True
Chuck Dixon,,,,,,,True
Jeff Parker,1969-07-18,,,,,,True
Richard Case,,,,,,,False
Greg Capullo,,,,,,,False
James Tynion IV,,,,,,,False
Greg Pak,,,,,,,True
Jae Lee,,,,,,,False
Freddie Williams II,,,,,,,False
Paul Dini,1957-08-07,United States,,,,,True
Carlos D'Anda,,,,,,,False
Tony Daniel,1963-11-25,,,Science_fiction,,,True
Chip Kidd,,,,,,,True
Dave Taylor,1940-09-17,England,2017-03-12,,,,True
Gary Frank,1950-10-09,,,,,,True
Kyle Higgins,,,,,,,False
Jim Lee,1945-11-20,,,,,,True
Marie Lu,1984-07-11,China,,Young_adult_fiction,,,True
Lee Bermejo,,,,,,,True
Judd Winick,,,,,,,False
Jeremy Haun,,,,,,,True
Dustin Nguyen,1962-09-17,,,,,,True
Jock,,,,,,,True
Frank Miller,,,,,,,True
David Finch,,,,,,,True
Gregg Hurwitz,,,,Thriller_(genre),,,True
Brian Bolland,,,,,,,True
Tim Sale,,,,,,,True
Kevin Smith,1956-02-10,,,Funk; Gospel_music; R&B,,,True
Walter Flanagan,,,,,,,False
Bruce Jones,1953-01-24,United Kingdom,,,,,True
Sam Keith,,,,,,,False
Yukito Kishiro,,,,,,,False
Amy Chua,1962-10-26,United States,,,,,True
John W. Whitehead,,,,,,,False
Paul Pope,,,,,,,False
J. H. Williams III,,,,,,,False
W. Haden Blackman,,,,,,,False
Greg Rucka,,,,,,,True
J. H. Williams,,,,,,,False
J. G. Jones,,,,,,,False
Jeffrey Archer,,,,,,,False
Pat Zietlow Miller,,,,,,,False
J. Lynn,,,,,,,False
Mary Alice Monroe,,,,,,,False
Mary Kay Andrews,,,,,,,False
Michael Diamond,1965-11-20,,,Alternative_hip_hop; Hardcore_punk; Hip_hop_music; Rap_rock,,,True
Adam Horovitz,,,,,,,False
Alex Flinn,1966-10-23,,,Fantasy; Fiction; Romance_novel,,,True
William Ritter,,,,,,,False
Donna Leon,1942-09-28,United States,,Crime_fiction,,,True
Josh Bazell,,,,,,,False
Yann Martel,1963-06-25,Spain,,,,,True
Mark D. Sikes,,,,,,,False
Christina Lauren,,,,Contemporary_Literature; Erotica; Young_adult_fiction,,,True
David Sheff,1955-12-23,United States,,,,,True
Kami Garcia,1972-03-25,,,Adventure_novel; Children's_literature; Science_fiction,,,True
Margaret Stohl,,,,Fantasy_novel; Romance_novel; Young_adult_fiction,,,True
Fabien Vehlmann,,,,,,,True
Kerascoët,,,,,,,False
Vi Keeland,,,,Romance_novels,,,True
Jess Walter,1965-07-20,,,,,,True
Elizabeth Lowell,,,,,,,False
Georgia Cates,,,,,,,False
A. N. Roquelaure,,,,,,,False
Kobi Yamada,,,,,,,False
Kelly Starrett,,,,,,,True
Glen Cordoza,,,,,,,False
Roberta M. Golinkoff,,,,,,,False
Kathy Hirsh-Pasek,,,,,,,True
Peter D. Kiernan,,,,,,,False
Lesley Stahl,1941-12-16,,,,,,True
Kody,1978-01-23,Belgium,,,,,True
Meri,,,,,,,True
Janelle,,,,,,,False
Christine,,,,,,,True
Ron Brown,,,,,,,True
Brent Schlender,,,,,,,False
Rick Tetzeli,,,,,,,False
Beverly Cleary,1916-04-12,,2021-03-25,,,,True
Max Lucado,1955-01-11,,,,,,True
Shawn Achor,1978-03-09,,,,,,True
S. J. Watson,,,,,,,False
Noah Hawley,,United States,,,,,True
Darwyn Cooke,,,,,,,True
Amanda Conner,,,,,,,False
Adam Hughes,,,,,,,True
Len Wein,,,,,,,False
Lisa Wingate,,Germany,,,,,True
Robert M. Sapolsky,,,,,,,False
Scott Westerfeld,1963-05-06,,,Young_adult_literature,,,True
B. A. Paris,,,,,,,False
Sarah Pinborough,,United Kingdom,,Fantasy,,,True
Katherine Boo,1964-08-12,,,,,,True
Scott Thorson,1959-01-23,United States,,,,,True
Alex Thorleifson,,,,,,,False
Alexandra Horowitz,,,,,,,False
Barbara Taylor Bradford,1933-05-10,United Kingdom,,,,,True
Atul Gawande,1965-11-05,United States,,,,,True
Tamora Pierce,1954-12-13,,,Children's_literature; Young_adult_fiction,,,True
Julian Fellowes,,,,,,,False
Nick Foles,,,,,,,True
Joshua Cooley,,,,,,,False
David Axelrod,1955-02-22,United States,,,,,True
Cookie Johnson,,,,,,,False
Paula Byrne,,,,,,,False
James Dodson,,,,,,,False
John Hargrove,,,,,,,True
Howard Chua-Eoan,,,,,,,False
J. R. R. Tolkien,1892-01-03,Orange Free State,1973-09-02,Fantasy_fiction; High_fantasy; Literary_criticism; Mythopoeia,,,True
Bernie Sanders,,,,,,,True
Kentaro Miura,1966-07-11,,2021-05-06,Dark_fantasy,,,True
Shannon Hale,1974-01-26,U.S.,,Fantasy_(genre); Young_adult_fiction,,,True
Dave Barry,1947-07-03,United States,,,,,True
J. A. Jance,,,,,,,False
Gretchen Rubin,1965-12-14,United States,,,,,True
Dale Archer,1956-10-12,United States,,,,,True
George Hodgman,,,,,,,False
Elizabeth Vargas,1962-09-06,United States,,,,,True
Leslie Haskin,,,,,,,False
Ruta Sepetys,,,,,,,False
Samantha van Leer,,,,,,,False
Ta-Nehisi Coates,,,,,,,False
Mary Norris,1952-02-07,,,,,,True
Jenna Miscavige Hill,1984-02-01,United States,,,,,True
Lisa Pulitzer,,,,,,,True
Vicki Abeles,,,,,,,False
Robert B. Reich,,,,,,,False
Douglas Preston,1956-05-20,,,Adventure_(genre); Nonfiction; Techno-thriller; Thriller_(genre),,,True
Lincoln Child,1957-10-13,,,Adventure_(genre); Techno-thriller; Thriller_(genre),,,True
Ben Greenfield,,,,,,,False
Carl Safina,1955-05-23,,,,,,True
David Horowitz,1939-01-10,,,,,,True
Viktor Mayer-Schonberger,,,,,,,False
Kenneth Cukier,,,,,,,False
Mark Leibovich,1965-05-09,United States,,Non-fiction,,,True
Haruki Ueno,,,,,,,False
Lincoln Peirce,1963-10-23,,,,,,True
Lauren Blakely,,,,,,,False
Mallory Factor,1950-07-16,United States,,,,,True
Elizabeth Factor,,,,,,,False
David Fisher,1788-12-29,United Kingdom,1858-08-20,,,,True
Tyler Oakley,1989-03-22,,,,,,True
Andrew Rea,1987-09-02,,,,,,True
Josh Malerman,,,,,,,True
Duane Swierczynski,1972-02-22,United States,,,,,True
Christopher Moore,,,,,,,True
Kristin Cashore,,,,,,,False
Miranda Beverly-Whittemore,,,,,,,False
Kanoko Sakurakoji,,,,,,,True
Kanoko Sakurakouji,,,,,,,False
Yana Toboso,1984-01-24,Japan,,,,,True
Joe Quinones,,,,,,,False
Yuki Tabata,,,,,,,False
Mark Bowden,,Wales,,,,,True
Osamu Tezuka,1928-11-03,Empire of Japan,1989-02-09,,,,True
Ron Stallworth,1966-02-25,,,,,,True
Rei Hiroe,,,,,,,False
Dick Lehr,1954-05-03,United States,,,,,True
Gerald O'Neill,,,,,,,False
W. E. B. Griffin,,,,,,,False
Brian Stelfreeze,,,,,,,False
Matteo Scalera,,,,,,,False
James Robinson,,,,,,,True
Doug Mahnke,,,,,,,True
Sarah Hepola,,,,,,,False
Juan Diaz Canales,,,,,,,False
Juanjo Guarnido,,,,,,,True
Kristen Britain,1965-10-18,,,,,,True
Ian K. Smith,1969-07-15,,,,,,True
Tite Kubo,,,,,,,True
Thomas Pynchon,1937-05-08,,,,,,True
Jim Boeheim,,,,,,,True
Jack McCallum,,,,,,,True
Sharon M. Draper,,,,,,,False
Joel Osteen,1963-03-05,,,,,,True
C. J. Lyons,,,,,,,False
Faye Kellerman,,,,,,,False
Fern Michaels,,,,,,,False
Mahzarin R. Banaji,,,,,,,False
Anthony G. Greenwald,,,,,,,False
Malcolm Gladwell,1963-09-03,Hampshire,,,,,True
Sarah Dunant,1950-08-08,United Kingdom,,,,,True
J. R. Ward,1969-04-19,United States,,Paranormal_romance; Romance_novel,,,True
Iris Johansen,1938-04-07,,,Crime_fiction; Romance_novel; Thriller_(genre),,,True
Heather Ann Thompson,,,,,,,True
Rebecca Cantrell,,,,,,,False
Yuuki Kodama,,,,,,,False
Jo Nesbo,,,,,,,False
Kay Hooper,,,,,,,True
Pedro Maia,1972-02-01,,,,,,True
James Ellroy,1948-03-04,,,Crime_fiction; Historical_fiction; Mystery_fiction; Noir_fiction,,,True
Gabrielle Hamilton,,England,,,,,True
Richelle Mead,1976-11-12,United States,,Fantasy; Young_adult_fiction,,,True
David Ignatius,1950-05-26,,,Espionage_fiction; Suspense; Thriller_(genre),,,True
Brian Berry,1934-02-16,Staffordshire,,,,,True
Ryou Ryumon,,,,,,,False
Berkeley Breathed,,,,,,,False
Rachel Maddow,1973-04-01,United States,,,,,True
Kazue Kato,,,,,,,True
Kato Kazue,,,,,,,False
Julie Maroh,,,,,,,False
Joan Didion,1934-12-05,United States,2021-12-23,,,,True
W. Chan Kim,,,,,,,True
Renée Mauborgne,,,,,,,False
Robert B. Parker,1932-09-17,,2010-01-18,Crime_fiction; Western_fiction,,,True
Barbara Delinsky,1945-08-08,,,Drama,,,True
Nevada Barr,1952-03-01,,,,,,True
Philippe Margotin,,,,,,,False
Jean-Michel Guesdon,,,,,,,False
Bob Flay,,,,,,,False
Stephanie Banyas,,,,,,,False
Miriam Garron,,,,,,,False
Chris Matthews,,,,,,,True
Sara Paretsky,1947-06-08,,,Crime_fiction,,,True
Kirsten Gillibrand,1966-12-09,,,,,,True
Steve Sheinkin,,,,,,,True
Suzanne Somers,1946-10-16,United States,,,,,True
Patricia Briggs,,,,Fantasy_novel; Urban_fantasy,,,True
Randy Wayne White,,,,,,,False
Jeff Smith,1980-06-28,United Kingdom,,,,,True
Ted Dekker,,,,,,,True
Jonathan Kellerman,,,,,,,False
Eric Metaxas,1963-06-27,,,Biography; Christian_literature; History,,,True
Jill Lepore,1966-08-27,,,,,,True
Jennifer Chambliss Bertman,,,,,,,False
Kwame Alexander,,,,,,,True
Michael Lewis,1960-10-15,,,,,,True
Trevor Noah,1984-02-20,South Africa,,Deadpan; Insult_comedy; News_satire; Observational_comedy; Political_satire; Surreal_humor,,,True
Suzanne Brockmann,,,,Romance_novel,,,True
Bruce Springsteen,1949-09-23,United States,,,,,True
Christopher McDougall,,,,,,,True
Tina Fey,1970-05-18,,,,,,True
Thomas Keller,1955-10-14,,,,,,True
Sebastien Rouxel,,,,,,,False
Henry Cloud,,,,,,,True
John Townsend,1916-09-20,,2001-12-04,,,,True
Kristen Ashley,1968-04-08,United States,,Erotica; Fantasy_novel; Paranormal_fiction; Romance_novel,,,True
Mayim Bialik,1975-12-12,United States,,,,,True
Jonathan Abrams,,,,,,,True
Carly Simon,1943-06-25,,,,,,True
David Perlmutter,1954-12-31,,,,,,True
Susannah Cahalan,1985-01-30,,,,,,True
Daniel J. Siegel,1957-07-17,,,,,,True
Cheryl Strayed,1968-09-17,,,,,,True
Irene Trimble,,,,,,,False
Brené Brown,1965-11-18,,,,,,True
Jeff Stibel,,,,,,,True
Markus Zusak,1975-06-23,,,,,,True
Giles Whittell,,,,,,,False
Francine Rivers,,,,Christian_fiction; Romance_novel,,,True
Helen Fielding,,,,,,,True
Jim Butcher,1971-10-26,,,Fantasy_literature; Science_fiction; Speculative_fiction,,,True
Susan Peirce Thompson,,,,,,,False
James Frey,1969-09-12,,,,,,True
Hilary Mantel,1952-07-06,Derbyshire,2022-09-22,,,,True
James Dobson,1920-10-02,United States,1987-12-06,,,,True
Karin Slaughter,,,,,,,False
Tana French,1973-05-10,United States,,,,,True
Erin Watt,,,,,,,False
William E. Butterworth,,,,,,,False
Colm Toibin,,,,,,,False
John Flanagan,,,,,,,True
Zack Giallongo,,,,,,,False
Peter Ames Carlin,1963-03-13,,,,,,True
Lea Michele,1986-08-29,United States,,,,,True
Margaret Mahy,1936-03-21,,2012-07-23,Children's_literature; Supernatural_fiction,,,True
Hannah Hart,1986-11-02,United States,,,,,True
Joss Whedon,1964-06-23,United States,,,,,True
Jane Espenson,1964-07-14,,,,,,True
Brad Meltzer,1970-04-01,,,Non-fiction; Political_thriller; Superhero_fantasy,,,True
Georges Jeanty,,,,,,,False
Jonathan,,,,,,,True
Drew Scott,,,,,,,True
Chris Ware,,,,,,,False
Sheila Bair,1954-04-03,United States,,,,,True
Maurice Sendak,,,,,,,False
Nathaniel Philbrick,1956-06-11,,,,,,True
Helen Hardt,,,,,,,False
Linda Howard,,,,,,,False
Karen Marie Moning,1964-11-01,,,,,,True
Gena Showalter,,United States,,Contemporary_romance; Paranormal; Romance_novel; Young_adult_fiction,,,True
Kathryn Purdie,,,,,,,False
Amanda Quick,,,,,,,False
Anne Rivers Siddons,1936-01-09,,2019-09-11,Southern_literature,,,True
Stan Slap,,,,,,,False
Dee Brown,1968-11-29,,,,,,True
John Brooks,1752-05-04,British America,1825-03-01,,,,True
Burt Reynolds,,,,,,,True
Jon Winokur,,,,,,,False
John McEnroe,1959-02-16,West Germany,,,,,True
Chuck Klosterman,,,,,,,True
Wil Haygood,1954-09-19,,,,,,True
Yuki Yoshihara,,,,,,,False
Alexis Maybank,,,,,,,False
Alexandra Wilkis Wilson,,,,,,,False
Joy Allen,,,,,,,False
DK,,,,,,,True
Will Damron,,,,,,,True
Bad Manners,,,,Ska; Two-tone_(music_genre),,,True
Michelle Davis,,,,,,,True
Matt Holloway,,,,,,,True
Angie Grace,,,,,,,False
Judi KingryLauren Devine,,,,,,,False
Jill Redfield,,,,,,,False
Joyce Meyer,1943-06-04,,,,,,True
Ram Dass,1931-04-06,United States,2019-12-22,,,,True
Emily Henry,,,,,,,False
Emily Rankin,,,,,,,False
Catherine Taber,1979-12-30,,,,,,True
Georgia Maguire,,,,,,,False
Robert Petkoff,,United States,,,,,True
Lauren Ezzo,,,,,,,False
Laural Merlington,,,,,,,False
Loreth Anne White,,,,,,,False
Mark Sullivan,1874-09-10,United States,1952-08-13,,,,True
Andrew Child,,,,,,,False
Jeff Harding,1969-04-06,,,,,,True
Elizabeth Gilbert,1969-07-18,United States,,,,,True
Michael Matthews,1914-04-26,Surrey,1940-05-29,,,,True
Paul Sparks,,,,,,,True
Candace Owens,1989-04-29,,,,,,True
Larry Elder (Narrator,,,,,,,False
Andrzej Sapkowski,1948-06-21,Polish People's Republic,,Fantasy; History,,,True
Peter Kenny,1959-05-23,,,,,,True
Jess Lourey,,,,,,,False
Bobby Lynn Maslen,,,,,,,False
Bob Ross,1908-08-17,,1988-07-03,,,,True
Janet A. Meyer,,,,,,,False
Aldous Huxley,1894-07-26,United Kingdom,1963-11-22,,,,True
Stephenie Meyer,1973-12-24,,,Vampire_romance_novels; Young_adult_fiction,,,True
Ilyana Kadushin,,,,,,,False
Matt Walters,,,,,,,False
James Nestor,,,,,,,True
Roger Priddy,,,,,,,False
Bill Martin Jr,,,,,,,False
Bill Martin Jr.,1916-03-20,,2004-08-11,,,,True
Eric Carle,1929-06-25,,2021-05-23,,,,True
Sharon Jones,1956-05-04,United States,2016-11-18,Funk; Retro-soul; Rhythm_and_blues; Soul_music,,,True
Dave Canterbury,,,,,,,True
Travis Tonn,,,,,,,False
Geraldine Brooks,1925-10-29,,1977-06-19,,,,True
Edan Lepucki,,,,,,,False
André Aciman,,,,,,,False
Susan Elizabeth Phillips,1944-12-11,,,Romance_novel,,,True
Jim Mattis,,,,,,,False
Bing West,1940-05-02,,,,,,True
David Sedaris,1956-12-26,,,Essay; Humor,,,True
Rick Riordan,,,,,,,False
John Hagee,1940-04-12,United States,,,,,True
Troy Cummings,,,,,,,False
Sophie Kinsella,1970-12-12,England,,Romantic_comedy,,,True
David Goggins,1975-02-17,United States,,,,,True
Roz Chast,,,,,,,True
Richard Ford,,,,,,,True
Wallace Wood,,,,,,,False
Jayne Castle,,,,,,,False
Chip Gaines,,,,,,,False
Thomas Piketty,1971-05-07,France,,,,,True
Phillip Margolin,,United States,,Legal_thriller,,,True
Gerald Clarke,1937-06-21,,,,,,True
Mark Waid,,,,,,,True
Jorge Molina,1987-03-05,Peru,,,,,True
Ed Brubaker,,,,,,,False
Bryan Hitch,,,,,,,False
Dav Pilkey,1966-03-04,,,,,,True
Lois McMaster Bujold,1949-11-02,,,Fantasy; Science_fiction,,,True
Aimee Song,,,,,,,False
Bob Lutz,1932-02-12,Switzerland,,,,,True
Stephanie Garber,,,,,,,True
Robert Galbraith,1878-02-18,United States,1949-05-13,,,,True
Thomas Harris,,,,,,,True
Rainbow Rowell,1973-02-24,,,Fiction; New_adult_fiction; Young_adult_literature,,,True
Glennon Doyle Melton,,,,,,,False
John Waters,1955-05-28,,,,,,True
Jeffery Deaver,1950-05-06,,,Crime_fiction; Mystery_fiction; Thriller_(genre),,,True
Gosho Aoyama,,,,,,,True
Robert Atkins,1930-10-17,,2003-04-17,,,,True
Rita Mae Brown,1944-11-28,,,,,,True
John Bradshaw,1602-07-15,,1659-10-31,,,,True
James Luceno,,United States,,Novelization; Science_fiction,,,True
Ronan Farrow,1987-12-19,United States,,,,,True
Frank W. Abagnale,,,,,,,False
Stan Redding,,,,,,,False
Robert K. Massie,1929-01-05,,2019-12-02,,,,True
Jackson Galaxy,1966-04-28,,,,,,True
Kate Benjamin,,,,,,,False
Guillem March,,,,,,,False
Harlan Coben,,United States,,Mystery_fiction; Thriller_(genre),,,True
Eric Flint,1947-02-06,,2022-07-17,Alternate_history; Fantasy,,,True
Anne Hillerman,1949-10-02,,,,,,True
Robin Cook,1940-05-04,United States,,Thriller_(genre),,,True
Christopher Golden,1967-07-15,United States,,Fantasy; Horror_fiction; Thriller_(genre),,,True
Don Kramer,1969-08-06,South Korea,,,,,True
Greg Iles,,West Germany,,,,,True
Laurie Halse Anderson,1961-10-23,,,Historical_fiction; Picture_books; Young_adult_fiction,,,True
Kerry Patterson,,,,,,,False
Others,,,,,,,True
Roger Connors,,,,,,,True
Tom Smith,1985-12-26,United Kingdom,,,,,True
Daniel G. Amen,,,,,,,False
Patricia Cornwell,1956-06-09,,,Crime_fiction,,,True
Antonio García Martínez,,,,,,,False
Brendon Burchard,1977-02-28,United States,,Nonfiction,,,True
Ree Drummond,1969-01-06,,,Biography; Cookbook,,,True
Ben Sherwood,,,,,,,True
George Crile,1864-11-11,,1943-01-07,,,,True
Charlotte Moss,,,,,,,False
Eugene O'Kelly,,,,,,,False
Andrew Postman,,,,,,,False
Lauren Weisberger,1977-03-28,United States,,,,,True
Johann Hari,1979-01-21,United Kingdom,,,,,True
John Layman,,,,,,,False
Rob Guillory,,,,,,,False
Konami Kanata,,,,,,,False
Kent Nerburn,,,,,,,False
Joey Graceffa,1991-05-16,,,,,,True
Tomi Adeyemi,1993-08-01,,,Fantasy; Young_adult_fiction,,,True
Lisa See,1955-02-18,,,,,,True
Kevin Kwan,,Singapore,,,,,True
Chris Powell,1969-09-08,United Kingdom,,,,,True
Heidi Powell,,,,,,,False
Heather Brewer,,,,,,,False
Cynthia Sass,,,,,,,False
Chris Roberson,1983-03-03,,,,,,True
Bill Willingham,,,,,,,True
Jan Brett,1949-12-01,,,Children's_books,,,True
Madeline Miller,1978-07-24,United States,,,,,True
Paula McLain,,United States,,Literary_fiction,,,True
Claudia Rankine,,Jamaica,,,,,True
Saburouta,,,,,,,False
Victoria Schwab,1987-07-07,,,,,,True
Garth Risk Hallberg,,,,,,,True
Mark Millar,,,,,,,True
Steve McNiven,,,,,,,True
J. Kenner,,,,,,,False
Eric Clapton,,,,,,,True
Clara Kramer,,,,,,,False
Stephen Glantz,,,,,,,False
Clark Howard,1955-06-20,,,,,,True
Norihiro Yagi,,,,,,,True
Alejandro Junger,,,,,,,False
Stacy Schiff,1961-10-26,,,Biography; Essay; Nonfiction,,,True
Harvey Pekar,1939-10-08,,2010-07-12,Alternative_comics; Underground_comics,,,True
Joseph Remnant,,,,,,,False
Doreen Cronin,,,,Children's_literature,,,True
Joseph Callaway,,,,,,,False
JoAnn Callaway,,,,,,,False
Brett R. Smith,,,,,,,False
Peter Schweizer,1964-11-24,,,,,,True
Cassandra Clare,1973-07-27,Iran,,Young_adult_fiction,,,True
Kevin J. Anderson,1962-03-27,United States,,Fantasy; Horror_fiction; Science_fiction,,,True
Neil Peart,1952-09-12,,2020-01-07,Hard_rock; Heavy_metal_music; Jazz; Progressive_rock; Swing_music,,,True
Michael Capuzzo,1957-05-01,,,,,,True
Roy Johansen,,,,,,,False
Chris Bohjalian,1962-08-12,United States,,Fiction,,,True
David Mitchell,,,,,,,True
Kareem Abdul-Jabbar,1947-04-16,United States,,,,,True
Justine Picardie,,,,,,,True
the editors of Rockridge Press,,,,,,,False
